Distance_angs,F2_charge-2_spin1_mace-omol-polar,Br2_charge0_spin1_mace-omol-polar,Cl2_charge0_spin1_mace-omol-polar,Br2_charge-2_spin1_mace-omol-polar,I2_charge0_spin1_mace-omol-polar,I2_charge-2_spin1_mace-omol-polar,F2_charge0_spin1_mace-omol-polar,Cl2_charge-2_spin1_mace-omol-polar,H2_charge0_spin1_mace-omol-polar,HF_charge0_spin1_mace-omol-polar,HCl_charge0_spin1_mace-omol-polar,HBr_charge0_spin1_mace-omol-polar,HI_charge0_spin1_mace-omol-polar,K2_charge0_spin1_mace-omol-polar,Li2_charge2_spin1_mace-omol-polar,Na2_charge2_spin1_mace-omol-polar,Li2_charge0_spin1_mace-omol-polar,Na2_charge0_spin1_mace-omol-polar,K2_charge2_spin1_mace-omol-polar,NaBr_charge0_spin1_mace-omol-polar,LiCl_charge0_spin1_mace-omol-polar,LiF_charge0_spin1_mace-omol-polar,LiI_charge0_spin1_mace-omol-polar,KI_charge0_spin1_mace-omol-polar,KCl_charge0_spin1_mace-omol-polar,NaCl_charge0_spin1_mace-omol-polar,NaF_charge0_spin1_mace-omol-polar,KBr_charge0_spin1_mace-omol-polar,KF_charge0_spin1_mace-omol-polar,LiBr_charge0_spin1_mace-omol-polar,NaI_charge0_spin1_mace-omol-polar
3.3000000000000,-5431.2600000000000,-140082.0200000000000,-25040.2000000000000,-140085.5700000000000,-16200.3000000000000,-16201.9600000000000,-5425.3000000000000,-25044.8300000000000,-24.0500000000000,-2725.0700000000000,-12532.3300000000000,-70053.2300000000000,-8112.4700000000000,-32648.4914076128000,-391.6641662955000,-8815.9212247242000,-407.8113169690000,-8831.6407942151000,-32634.4507134943000,-74459.5394081349000,-12727.0314735036000,-2920.1776740137000,-8305.9874516922000,-24426.9112580068000,-28848.2071625471000,-16939.0994658698000,-7132.2690162227000,-86368.5873573061000,-19041.4632532087000,-70247.4938662199000,-12517.9841269121000
3.4000000000000,-5431.3400000000000,-140081.8300000000000,-25040.0300000000000,-140085.6800000000000,-16200.0400000000000,-16202.1800000000000,-5425.2800000000000,-25044.9200000000000,-23.9200000000000,-2724.9800000000000,-12532.1700000000000,-70053.0700000000000,-8112.3400000000000,-32648.5451119687000,-391.7957800286000,-8816.0435624948000,-407.7779606086000,-8831.6210242078000,-32634.5734525873000,-74459.4105954570000,-12726.8854440495000,-2920.0392227012000,-8305.8489015384000,-24426.8452707480000,-28848.0919453147000,-16938.9640867394000,-7132.1322501540000,-86368.4879419248000,-19041.3294226433000,-70247.3498195281000,-12517.8694754555000
3.5000000000000,-5431.4300000000000,-140081.6600000000000,-25039.8500000000000,-140085.7800000000000,-16199.8000000000000,-16202.3600000000000,-5425.2800000000000,-25045.0000000000000,-23.8000000000000,-2724.8900000000000,-12532.0200000000000,-70052.9000000000000,-8112.1800000000000,-32648.5845836270000,-391.9199721672000,-8816.1596419982000,-407.7448336225000,-8831.5980469911000,-32634.6885841515000,-74459.2835735495000,-12726.7460930056000,-2919.9083272795000,-8305.7133484676000,-24426.7663422662000,-28847.9757080007000,-16938.8323347212000,-7132.0026140627000,-86368.3835873695000,-19041.2011289706000,-70247.2114048279000,-12517.7527588986000
3.6000000000000,-5431.5100000000000,-140081.5100000000000,-25039.6800000000000,-140085.8700000000000,-16199.5900000000000,-16202.5100000000000,-5425.2800000000000,-25045.0700000000000,-23.6800000000000,-2724.8100000000000,-12531.8900000000000,-70052.7400000000000,-8111.9800000000000,-32648.6120404172000,-392.0372943620000,-8816.2698862325000,-407.7128402170000,-8831.5736855663000,-32634.7970427187000,-74459.1593305199000,-12726.6132760029000,-2919.7845293987000,-8305.5816300293000,-24426.6787808426000,-28847.8601443801000,-16938.7048368873000,-7131.8799615551000,-86368.2768952591000,-19041.0786465637000,-70247.0787966536000,-12517.6357662087000
3.7000000000000,-5431.6000000000000,-140081.3700000000000,-25039.5100000000000,-140085.9500000000000,-16199.4100000000000,-16202.6400000000000,-5425.2800000000000,-25045.1400000000000,-23.5700000000000,-2724.7400000000000,-12531.7800000000000,-70052.5800000000000,-8111.7700000000000,-32648.6295853195000,-392.1482416059000,-8816.3746915358000,-407.6829109874000,-8831.5495921959000,-32634.8994228489000,-74459.0387504876000,-12726.4868687167000,-2919.6675742307000,-8305.4543403066000,-24426.5861275191000,-28847.7466167579000,-16938.5821550154000,-7131.7641592603000,-86368.1699469417000,-19040.9622215497000,-70246.9520707123000,-12517.5200333709000
3.8000000000000,-5431.6800000000000,-140081.2100000000000,-25039.3600000000000,-140086.0200000000000,-16199.2600000000000,-16202.7600000000000,-5425.2900000000000,-25045.2100000000000,-23.4700000000000,-2724.6700000000000,-12531.6700000000000,-70052.4500000000000,-8111.5600000000000,-32648.6395136110000,-392.2533351740000,-8816.4744844153000,-407.6560631465000,-8831.5272324977000,-32634.9961816323000,-74458.9224494063000,-12726.3666986016000,-2919.5571902305000,-8305.3317102702000,-24426.4911777513000,-28847.6361177247000,-16938.4646518342000,-7131.6549579158000,-86368.0643129041000,-19040.8519199640000,-70246.8311322745000,-12517.4066669850000
3.9000000000000,-5431.7500000000000,-140081.0400000000000,-25039.2200000000000,-140086.0900000000000,-16199.1300000000000,-16202.8600000000000,-5425.3000000000000,-25045.2800000000000,-23.3700000000000,-2724.6100000000000,-12531.5800000000000,-70052.3300000000000,-8111.3700000000000,-32648.6443621996000,-392.3531282274000,-8816.5697257672000,-407.6333556285000,-8831.5079048088000,-32635.0877811319000,-74458.8106681289000,-12726.2524965733000,-2919.4529518373000,-8305.2136005347000,-24426.3958288356000,-28847.5292189737000,-16938.3524196335000,-7131.5519192474000,-86367.9609845972000,-19040.7475580449000,-70246.7157007412000,-12517.2962043631000
4.0000000000000,-5431.8300000000000,-140080.8600000000000,-25039.1100000000000,-140086.1600000000000,-16199.0000000000000,-16202.9500000000000,-5425.3100000000000,-25045.3500000000000,-23.2800000000000,-2724.5600000000000,-12531.5100000000000,-70052.2300000000000,-8111.2200000000000,-32648.6467596733000,-392.4481552007000,-8816.6608613628000,-407.6157256562000,-8831.4927437805000,-32635.1747137470000,-74458.7033730681000,-12726.1439594911000,-2919.3543274404000,-8305.0996901650000,-24426.3011026149000,-28847.4261636520000,-16938.2453700741000,-7131.4544929299000,-86367.8604521894000,-19040.6487937052000,-70246.6054333118000,-12517.1887281868000
4.1000000000000,-5431.9000000000000,-140080.6800000000000,-25039.0300000000000,-140086.2200000000000,-16198.8600000000000,-16203.0200000000000,-5425.3200000000000,-25045.4100000000000,-23.1900000000000,-2724.5100000000000,-12531.4400000000000,-70052.1400000000000,-8111.0800000000000,-32648.6492301798000,-392.5388712401000,-8816.7482543141000,-407.6038101134000,-8831.4826732150000,-32635.2574374870000,-74458.6005058425000,-12726.0408757817000,-2919.2608403945000,-8304.9897647292000,-24426.2074659221000,-28847.3271000277000,-16938.1434208357000,-7131.3621793410000,-86367.7629684545000,-19040.5553004888000,-70246.5001144774000,-12517.0842052597000
4.2000000000000,-5431.9800000000000,-140080.5300000000000,-25038.9800000000000,-140086.2800000000000,-16198.7100000000000,-16203.0900000000000,-5425.3300000000000,-25045.4800000000000,-23.0900000000000,-2724.4700000000000,-12531.3800000000000,-70052.0700000000000,-8110.9700000000000,-32648.6540542672000,-392.6256025508000,-8816.8321464555000,-407.5978528788000,-8831.4783139113000,-32635.3362969394000,-74458.5021781839000,-12725.9431810276000,-2919.1721867240000,-8304.8839056424000,-24426.1152779025000,-28847.2322998895000,-16938.0466117728000,-7131.2746384057000,-86367.6688490463000,-19040.4668774112000,-70246.3997518318000,-12516.9828103241000
4.3000000000000,-5432.0400000000000,-140080.4200000000000,-25038.9400000000000,-140086.3400000000000,-16198.5600000000000,-16203.1500000000000,-5425.3400000000000,-25045.5400000000000,-22.9900000000000,-2724.4200000000000,-12531.3300000000000,-70052.0100000000000,-8110.8800000000000,-32648.6632044174000,-392.7086507728000,-8816.9126702560000,-407.5976962598000,-8831.4798825565000,-32635.4114968928000,-74458.4086554730000,-12725.8508758834000,-2919.0882212610000,-8304.7824492025000,-24426.0250831358000,-28847.1421865785000,-16937.9550531048000,-7131.1916756213000,-86367.5785975897000,-19040.3834246463000,-70246.3044903699000,-12516.8849970622000
4.4000000000000,-5432.1100000000000,-140080.3500000000000,-25038.9100000000000,-140086.4000000000000,-16198.4200000000000,-16203.2100000000000,-5425.3500000000000,-25045.6000000000000,-22.8900000000000,-2724.3800000000000,-12531.2800000000000,-70051.9600000000000,-8110.8000000000000,-32648.6783064444000,-392.7881506465000,-8816.9899000533000,-407.6027934953000,-8831.4871159803000,-32635.4831409208000,-74458.3201555718000,-12725.7638703161000,-2919.0088451795000,-8304.6857525018000,-24425.9375760141000,-28847.0571466343000,-16937.8687628582000,-7131.1131422597000,-86367.4927617935000,-19040.3048304682000,-70246.2144098858000,-12516.7912856554000
4.5000000000000,-5432.1700000000000,-140080.3000000000000,-25038.8900000000000,-140086.4500000000000,-16198.3200000000000,-16203.2700000000000,-5425.3600000000000,-25045.6500000000000,-22.7700000000000,-2724.3300000000000,-12531.2400000000000,-70051.9200000000000,-8110.7300000000000,-32648.7005366419000,-392.8643096572000,-8817.0639144446000,-407.6122038935000,-8831.4992360615000,-32635.5513009604000,-74458.2366331061000,-12725.6818712227000,-2918.9338840783000,-8304.5939351115000,-24425.8533079355000,-28846.9772836059000,-16937.7875287514000,-7131.0388249915000,-86367.4116435021000,-19040.2308610909000,-70246.1293529451000,-12516.7019625120000
4.6000000000000,-5432.2400000000000,-140080.2800000000000,-25038.8700000000000,-140086.5100000000000,-16198.2600000000000,-16203.3200000000000,-5425.3600000000000,-25045.7100000000000,-22.6500000000000,-2724.2900000000000,-12531.2000000000000,-70051.8800000000000,-8110.6700000000000,-32648.7303667426000,-392.9373513258000,-8817.1348428993000,-407.6245903266000,-8831.5149655532000,-32635.6160802347000,-74458.1576961013000,-12725.6043772802000,-2918.8630251632000,-8304.5067621981000,-24425.7724043013000,-28846.9022980008000,-16937.7108780959000,-7130.9683796748000,-86367.3350916387000,-19040.1611107418000,-70246.0488851192000,-12516.6169133003000
4.7000000000000,-5432.2900000000000,-140080.2600000000000,-25038.8600000000000,-140086.5600000000000,-16198.2200000000000,-16203.3700000000000,-5425.3700000000000,-25045.7600000000000,-22.5100000000000,-2724.2400000000000,-12531.1600000000000,-70051.8400000000000,-8110.6200000000000,-32648.7671554272000,-393.0075373101000,-8817.2028808809000,-407.6382826790000,-8831.5326147098000,-32635.6776532489000,-74458.0826716269000,-12725.5307622564000,-2918.7958334643000,-8304.4237105294000,-24425.6945064532000,-28846.8315393501000,-16937.6381454016000,-7130.9013329387000,-86367.2625000756000,-19040.0950193411000,-70245.9723826616000,-12516.5356521265000
4.8000000000000,-5432.3500000000000,-140080.2500000000000,-25038.8500000000000,-140086.6000000000000,-16198.2100000000000,-16203.4100000000000,-5425.3700000000000,-25045.8100000000000,-22.3700000000000,-2724.2000000000000,-12531.1200000000000,-70051.8000000000000,-8110.5700000000000,-32648.8087663081000,-393.0751401648000,-8817.2682708599000,-407.6514686079000,-8831.5502594146000,-32635.7362819088000,-74458.0107513066000,-12725.4603891824000,-2918.7318258989000,-8304.3441392443000,-24425.6189397507000,-28846.7641589558000,-16937.5685852993000,-7130.8371466840000,-86367.1929709561000,-19040.0319424751000,-70245.8991768202000,-12516.4574724771000
4.9000000000000,-5432.4100000000000,-140080.2500000000000,-25038.8400000000000,-140086.6500000000000,-16198.2200000000000,-16203.4500000000000,-5425.3800000000000,-25045.8500000000000,-22.2200000000000,-2724.1500000000000,-12531.0800000000000,-70051.7700000000000,-8110.5300000000000,-32648.8515724855000,-393.1403961533000,-8817.3312585874000,-407.6625086131000,-8831.5660124529000,-32635.7923069110000,-74457.9411523279000,-12725.3927101748000,-2918.6705608899000,-8304.2674706451000,-24425.5449926684000,-28846.6992869773000,-16937.5014893761000,-7130.7753138613000,-86367.1255545236000,-19039.9712504789000,-70245.8286896594000,-12516.3816346643000
